"X","movie","distributor","gross","percent_change","theaters","per_theater","total_gross","days","date"
"8829","Don’t Worry, He Won’t G…","Amazon Studios",5858,-39,4,1465,115025,7,2018-07-19
"8830","Mamma Mia: Here We Go Again!","Universal",14286815,NA,3317,4307,14286815,1,2018-07-20
"8831","The Equalizer 2","Sony Pictures",13375850,NA,3388,3948,13375850,1,2018-07-20
"8832","Hotel Transylvania 3: Summe…","Sony Pictures",6755090,56,4267,1583,74694358,8,2018-07-20
"8833","Skyscraper","Universal",3164480,67,3822,828,38953600,8,2018-07-20
"8834","Unfriended: Dark Web","OTL Releasing",1401070,NA,1546,906,1401070,1,2018-07-20
"8835","Eighth Grade","A24",285489,889,33,8651,688290,8,2018-07-20
"8836","Blindspotting","Lionsgate",143178,NA,14,10227,143178,1,2018-07-20
"8837","Don’t Worry, He Won’t G…","Amazon Studios",98475,1581,62,1588,213500,8,2018-07-20
"8838","McQueen","Bleecker Street",34580,NA,4,8645,34580,1,2018-07-20
"8839","Soorma","Sony Pictures",18879,33,50,378,270326,8,2018-07-20
"8841","Far From the Tree","Sundance Selects",6871,NA,2,3436,6871,1,2018-07-20
"8842","The Equalizer 2","Sony Pictures",12709883,-5,3388,3751,26085733,2,2018-07-21
"8843","Mamma Mia: Here We Go Again!","Universal",10937980,-23,3317,3298,25224795,2,2018-07-21
"8844","Hotel Transylvania 3: Summe…","Sony Pictures",9267347,37,4267,2172,83961705,9,2018-07-21
"8845","Skyscraper","Universal",4583995,45,3822,1199,43537595,9,2018-07-21
"8846","Unfriended: Dark Web","OTL Releasing",1224220,-13,1546,792,2625290,2,2018-07-21
"8847","Eighth Grade","A24",279906,-2,33,8482,968196,9,2018-07-21
"8848","Blindspotting","Lionsgate",105062,-27,14,7504,248240,2,2018-07-21
"8849","Don’t Worry, He Won’t G…","Amazon Studios",97751,-1,62,1577,311251,9,2018-07-21
"8850","McQueen","Bleecker Street",32300,-7,4,8075,66880,2,2018-07-21
"8851","Soorma","Sony Pictures",32110,70,50,642,302436,9,2018-07-21
"8853","Far From the Tree","Sundance Selects",7687,12,2,3844,14558,2,2018-07-21
"8854","The Equalizer 2","Sony Pictures",9925907,-22,3388,2930,36011640,3,2018-07-22
"8855","Mamma Mia: Here We Go Again!","Universal",9727385,-11,3317,2933,34952180,3,2018-07-22
"8856","Hotel Transylvania 3: Summe…","Sony Pictures",7743272,-16,4267,1815,91704977,10,2018-07-22
"8857","Skyscraper","Universal",3611555,-21,3822,945,47149150,10,2018-07-22
"8858","Unfriended: Dark Web","OTL Releasing",1027745,-16,1546,665,3653035,3,2018-07-22
"8859","Eighth Grade","A24",258778,-8,33,7842,1226974,10,2018-07-22
"8860","Blindspotting","Lionsgate",90759,-14,14,6483,338999,3,2018-07-22
"8861","Don’t Worry, He Won’t G…","Amazon Studios",70271,-28,62,1133,381522,10,2018-07-22
"8862","McQueen","Bleecker Street",31993,-1,4,7998,98873,3,2018-07-22
"8863","Soorma","Sony Pictures",27494,-14,50,550,329930,10,2018-07-22
"8865","Far From the Tree","Sundance Selects",5327,-31,2,2664,19885,3,2018-07-22
"8866","Mamma Mia: Here We Go Again!","Universal",4906510,-50,3317,1479,39858690,4,2018-07-23
"8867","The Equalizer 2","Sony Pictures",3688910,-63,3388,1089,39700550,4,2018-07-23
"8868","Unfriended: Dark Web","OTL Releasing",589365,-43,1546,381,4242400,4,2018-07-23
"8869","Blindspotting","Lionsgate",36945,-59,14,2639,375944,4,2018-07-23
"8870","McQueen","Bleecker Street",15710,-51,4,3928,114583,4,2018-07-23
"8871","Far From the Tree","Sundance Selects",1571,-71,2,786,21456,4,2018-07-23
"8872","Mamma Mia: Here We Go Again!","Universal",6742430,37,3317,2033,46601120,5,2018-07-24
"8873","The Equalizer 2","Sony Pictures",5002719,36,3388,1477,44703269,5,2018-07-24
"8874","Unfriended: Dark Web","OTL Releasing",741280,26,1546,479,4983680,5,2018-07-24
"8875","Blindspotting","Lionsgate",33989,-8,14,2428,409933,5,2018-07-24
"8876","McQueen","Bleecker Street",14586,-7,4,3647,129169,5,2018-07-24
"8877","Far From the Tree","Sundance Selects",1859,18,2,930,23315,5,2018-07-24
"8878","Mamma Mia: Here We Go Again!","Universal",4865225,-28,3317,1467,51466345,6,2018-07-25
"8879","The Equalizer 2","Sony Pictures",3126325,-38,3388,923,47829594,6,2018-07-25
"8880","Unfriended: Dark Web","OTL Releasing",523300,-29,1546,338,5506980,6,2018-07-25
"8881","Blindspotting","Lionsgate",34772,2,14,2484,444705,6,2018-07-25
"8882","McQueen","Bleecker Street",18965,30,4,4741,148134,6,2018-07-25
"8883","Far From the Tree","Sundance Selects",1064,-43,2,532,24379,6,2018-07-25
"8884","Mamma Mia: Here We Go Again!","Universal",3958180,-19,3317,1193,55424525,7,2018-07-26
"8885","The Equalizer 2","Sony Pictures",2401751,-23,3388,709,50231345,7,2018-07-26
"8886","Unfriended: Dark Web","OTL Releasing",386450,-26,1546,250,5893430,7,2018-07-26
"8887","Blindspotting","Lionsgate",24279,-30,14,1734,468984,7,2018-07-26
"8888","McQueen","Bleecker Street",15188,-20,4,3797,163322,7,2018-07-26
"8889","Far From the Tree","Sundance Selects",878,-17,2,439,25257,7,2018-07-26
"8890","Mission: Impossible—Fallout","Paramount Pictures",22803458,NA,4386,5199,22803458,1,2018-07-27
"8891","Mamma Mia: Here We Go Again!","Universal",4784820,21,3514,1362,60209345,8,2018-07-27
"8892","Teen Titans Go! To The Movies","Warner Bros.",4239719,NA,3188,1330,4239719,1,2018-07-27
"8893","The Equalizer 2","Sony Pictures",3989067,66,3388,1177,54220412,8,2018-07-27
"8894","Unfriended: Dark Web","OTL Releasing",480440,24,1547,311,6373870,8,2018-07-27
"8895","Blindspotting","Lionsgate",471508,1842,523,902,940492,8,2018-07-27
"8896","McQueen","Bleecker Street",24264,60,5,4853,187586,8,2018-07-27
"8897","Far From the Tree","Sundance Selects",4696,435,3,1565,29953,8,2018-07-27
"8899","Mission: Impossible—Fallout","Paramount Pictures",21421918,-6,4386,4884,44225376,2,2018-07-28
"8900","The Equalizer 2","Sony Pictures",5743517,44,3388,1695,59963929,9,2018-07-28
"8901","Mamma Mia: Here We Go Again!","Universal",5635360,18,3514,1604,65844705,9,2018-07-28
"8902","Teen Titans Go! To The Movies","Warner Bros.",3498956,-17,3178,1101,7738675,2,2018-07-28
"8903","Unfriended: Dark Web","OTL Releasing",552180,15,1547,357,6926050,9,2018-07-28
"8904","Blindspotting","Lionsgate",471039,NA,523,901,1411531,9,2018-07-28
"8905","McQueen","Bleecker Street",32776,35,5,6555,220362,9,2018-07-28
"8906","Far From the Tree","Sundance Selects",7501,60,3,2500,37454,9,2018-07-28
"8908","Mission: Impossible—Fallout","Paramount Pictures",17011158,-21,4386,3879,61236534,3,2018-07-29
"8909","Mamma Mia: Here We Go Again!","Universal",4679915,-17,3514,1332,70524620,10,2018-07-29
"8910","The Equalizer 2","Sony Pictures",4287433,-25,3388,1265,64251362,10,2018-07-29
"8911","Teen Titans Go! To The Movies","Warner Bros.",2672514,-24,3188,838,10411189,3,2018-07-29
"8912","Unfriended: Dark Web","OTL Releasing",438290,-21,1547,283,7364340,10,2018-07-29
"8913","Blindspotting","Lionsgate",339001,-28,523,648,1750532,10,2018-07-29
"8914","McQueen","Bleecker Street",26421,-19,5,5284,246783,10,2018-07-29
"8915","Far From the Tree","Sundance Selects",2363,-68,3,788,39817,10,2018-07-29
"8916","Mission: Impossible—Fallout","Paramount Pictures",6838935,-60,4386,1559,68075469,4,2018-07-30
"8917","Teen Titans Go! To The Movies","Warner Bros.",1189426,-55,3188,373,11600615,4,2018-07-30
"8918","Mission: Impossible—Fallout","Paramount Pictures",9451166,38,4386,2155,77526635,5,2018-07-31
"8919","Teen Titans Go! To The Movies","Warner Bros.",2039886,72,3188,640,13640501,5,2018-07-31
"8920","Mission: Impossible—Fallout","Paramount Pictures",6328934,-33,4386,1443,83855569,6,2018-08-01
"8921","Teen Titans Go! To The Movies","Warner Bros.",1249517,-39,3188,392,14890018,6,2018-08-01
"8922","Mission: Impossible—Fallout","Paramount Pictures",5631802,-11,4386,1284,89487371,7,2018-08-02
"8923","Teen Titans Go! To The Movies","Warner Bros.",1034539,-17,3188,325,15924557,7,2018-08-02
"8924","Mission: Impossible—Fallout","Paramount Pictures",9851648,75,4395,2242,99339019,8,2018-08-03
"8925","Christopher Robin","Walt Disney",9514392,NA,3602,2641,9514392,1,2018-08-03
"8926","The Spy Who Dumped Me","Lionsgate",5011316,NA,3111,1611,5011316,1,2018-08-03
"8927","The Darkest Minds","20th Century Fox",2330430,NA,3127,745,2330430,1,2018-08-03
"8928","Teen Titans Go! To The Movies","Warner Bros.",1427537,38,3188,448,17352094,8,2018-08-03
"8929","Death of a Nation","Quality Flix",951090,NA,1005,946,951090,1,2018-08-03
"8930","Karwaan","Self Distributed",26267,NA,58,453,26267,1,2018-08-03
"8931","Never Goin’ Back","A24",4280,NA,2,2140,4280,1,2018-08-03
"8932","Mission: Impossible—Fallout","Paramount Pictures",14731942,50,4395,3352,114070961,9,2018-08-04
"8933","Christopher Robin","Walt Disney",8643041,-9,3602,2400,18157433,2,2018-08-04
"8934","The Spy Who Dumped Me","Lionsgate",4101508,-18,3111,1318,9112824,2,2018-08-04
"8935","The Darkest Minds","20th Century Fox",2024593,-13,3127,647,4355023,2,2018-08-04
"8936","Teen Titans Go! To The Movies","Warner Bros.",1965898,38,3188,617,19317992,9,2018-08-04
"8937","Death of a Nation","Quality Flix",748415,-21,1005,745,1699505,2,2018-08-04
"8938","Karwaan","Self Distributed",40698,55,58,702,66965,2,2018-08-04
"8939","Never Goin’ Back","A24",3164,-26,2,1582,7444,2,2018-08-04
"8940","Mission: Impossible—Fallout","Paramount Pictures",10740225,-27,4395,2444,124811186,10,2018-08-05
"8941","Christopher Robin","Walt Disney",6427706,-26,3602,1784,24585139,3,2018-08-05
"8942","The Spy Who Dumped Me","Lionsgate",2990219,-27,3111,961,12103043,3,2018-08-05
"8943","The Darkest Minds","20th Century Fox",1487586,-27,3127,476,5842609,3,2018-08-05
"8944","Teen Titans Go! To The Movies","Warner Bros.",1383340,-30,3188,434,20701332,10,2018-08-05
"8945","Death of a Nation","Quality Flix",657017,-12,1005,654,2356522,3,2018-08-05
"8946","Karwaan","Self Distributed",31495,-23,58,543,98460,3,2018-08-05
"8947","Never Goin’ Back","A24",2878,-9,2,1439,10322,3,2018-08-05
"8948","Christopher Robin","Walt Disney",3100223,-52,3602,861,27685362,4,2018-08-06
"8949","The Spy Who Dumped Me","Lionsgate",1421278,-52,3111,457,13524321,4,2018-08-06
"8950","The Darkest Minds","20th Century Fox",753326,-49,3127,241,6595935,4,2018-08-06
"8951","Death of a Nation","Quality Flix",308075,-53,1005,307,2664597,4,2018-08-06
"8952","Karwaan","Self Distributed",12682,-60,58,219,111142,4,2018-08-06
"8953","Never Goin’ Back","A24",1624,-44,2,812,11946,4,2018-08-06
"8954","Christopher Robin","Walt Disney",4480368,45,3602,1244,32165730,5,2018-08-07
"8955","The Spy Who Dumped Me","Lionsgate",1951386,37,3111,627,15475707,5,2018-08-07
"8956","The Darkest Minds","20th Century Fox",1114660,48,3127,356,7710595,5,2018-08-07
"8957","Death of a Nation","Quality Flix",359754,17,1005,358,3024351,5,2018-08-07
"8958","Karwaan","Self Distributed",17509,38,58,302,128651,5,2018-08-07
"8959","Never Goin’ Back","A24",1740,7,2,870,13686,5,2018-08-07
"8960","Christopher Robin","Walt Disney",2828425,-37,3602,785,34994155,6,2018-08-08
"8961","The Spy Who Dumped Me","Lionsgate",1329216,-32,3111,427,16804923,6,2018-08-08
"8962","The Darkest Minds","20th Century Fox",654474,-41,3127,209,8365069,6,2018-08-08
"8963","Dog Days","LD Entertainment",635164,NA,2255,282,635164,1,2018-08-08
"8964","Death of a Nation","Quality Flix",289216,-20,1005,288,3313567,6,2018-08-08
"8965","Karwaan","Self Distributed",9131,-48,58,157,137782,6,2018-08-08
"8966","Never Goin’ Back","A24",2276,31,2,1138,15962,6,2018-08-08
"8967","Christopher Robin","Walt Disney",2595162,-8,3602,720,37589317,7,2018-08-09
"8968","The Spy Who Dumped Me","Lionsgate",1155462,-13,3111,371,17960385,7,2018-08-09
"8969","The Darkest Minds","20th Century Fox",480483,-27,3127,154,8845552,7,2018-08-09
"8970","Dog Days","LD Entertainment",405808,-36,2255,180,1040972,2,2018-08-09
"8971","Death of a Nation","Quality Flix",220374,-24,1005,219,3533941,7,2018-08-09
"8972","Karwaan","Self Distributed",5562,-39,58,96,143344,7,2018-08-09
"8973","Never Goin’ Back","A24",1909,-16,2,955,17871,7,2018-08-09
"8974","The Meg","Warner Bros.",16604015,NA,4118,4032,16604015,1,2018-08-10
"8975","Slender Man","Sony Pictures",4846868,NA,2358,2055,4846868,1,2018-08-10
"8976","Christopher Robin","Walt Disney",3687530,42,3602,1024,41276847,8,2018-08-10
"8977","BlacKkKlansman","Focus Features",3614135,NA,1512,2390,3614135,1,2018-08-10
"8978","The Spy Who Dumped Me","Lionsgate",1864211,61,3111,599,19824596,8,2018-08-10
"8979","Dog Days","LD Entertainment",770005,90,2442,315,1810977,3,2018-08-10
"8980","The Darkest Minds","20th Century Fox",631844,32,3127,202,9477396,8,2018-08-10
"8981","Death of a Nation","Quality Flix",284333,29,825,345,3818274,8,2018-08-10
"8982","Karwaan","Self Distributed",7086,27,17,417,150430,8,2018-08-10
"8983","Never Goin’ Back","A24",5409,183,12,451,23280,8,2018-08-10
"8984","The Meg","Warner Bros.",16277249,-2,4118,3953,32881264,2,2018-08-11
"8985","Christopher Robin","Walt Disney",5382490,46,3602,1494,46659337,9,2018-08-11
"8986","BlacKkKlansman","Focus Features",4119370,14,1512,2724,7733505,2,2018-08-11
"8987","Slender Man","Sony Pictures",3804421,-22,2358,1613,8651289,2,2018-08-11
"8988","The Spy Who Dumped Me","Lionsgate",2760248,48,3111,887,22584844,9,2018-08-11
"8989","Dog Days","LD Entertainment",1063719,38,2442,436,2874696,4,2018-08-11
"8990","The Darkest Minds","20th Century Fox",899051,42,3127,288,10376447,9,2018-08-11
"8991","Death of a Nation","Quality Flix",394715,39,825,478,4212989,9,2018-08-11
"8992","Karwaan","Self Distributed",12084,71,17,711,162514,9,2018-08-11
"8993","Never Goin’ Back","A24",6462,19,12,539,29742,9,2018-08-11
"8994","The Meg","Warner Bros.",12520931,-23,4118,3041,45402195,3,2018-08-12
"8995","Christopher Robin","Walt Disney",3890037,-28,3602,1080,50549374,10,2018-08-12
"8996","BlacKkKlansman","Focus Features",3111825,-24,1512,2058,10845330,3,2018-08-12
"8997","Slender Man","Sony Pictures",2720577,-28,2358,1154,11371866,3,2018-08-12
"8998","The Spy Who Dumped Me","Lionsgate",1838153,-33,3111,591,24422997,10,2018-08-12
"8999","Dog Days","LD Entertainment",721042,-32,2442,295,3595738,5,2018-08-12
"9000","The Darkest Minds","20th Century Fox",611750,-32,3127,196,10988197,10,2018-08-12
"9001","Death of a Nation","Quality Flix",308858,-22,825,374,4521847,10,2018-08-12
"9002","Karwaan","Self Distributed",7300,-40,17,429,169814,10,2018-08-12
"9003","Never Goin’ Back","A24",4106,-36,12,342,33848,10,2018-08-12
"9004","The Meg","Warner Bros.",4552992,-64,4118,1106,49955187,4,2018-08-13
"9005","Slender Man","Sony Pictures",1375189,-49,2358,583,12747055,4,2018-08-13
"9006","BlacKkKlansman","Focus Features",1268150,-59,1512,839,12113480,4,2018-08-13
"9007","Dog Days","LD Entertainment",370587,-49,2442,152,3966325,6,2018-08-13
"9008","The Meg","Warner Bros.",6036127,33,4118,1466,55991314,5,2018-08-14
"9009","BlacKkKlansman","Focus Features",1582350,25,1512,1047,13695830,5,2018-08-14
"9010","Slender Man","Sony Pictures",1438582,5,2358,610,14185637,5,2018-08-14
"9011","Dog Days","LD Entertainment",589955,59,2442,242,4556280,7,2018-08-14
"9012","Crazy Rich Asians","Warner Bros.",5013478,NA,3303,1518,5013478,1,2018-08-15
"9013","The Meg","Warner Bros.",3411043,-43,4118,828,59402357,6,2018-08-15
"9014","BlacKkKlansman","Focus Features",1071180,-32,1512,708,14767010,6,2018-08-15
"9015","Slender Man","Sony Pictures",839174,-42,2358,356,15024811,6,2018-08-15
"9016","Dog Days","LD Entertainment",274777,-53,2442,113,4831057,8,2018-08-15
"9017","Crazy Rich Asians","Warner Bros.",3753291,-25,3303,1136,8766769,2,2018-08-16
"9018","The Meg","Warner Bros.",3206705,-6,4118,779,62609062,7,2018-08-16
"9019","BlacKkKlansman","Focus Features",1242480,16,1512,822,16009490,7,2018-08-16
"9020","Slender Man","Sony Pictures",751768,-10,2358,319,15776579,7,2018-08-16
"9021","Dog Days","LD Entertainment",229766,-16,2442,94,5060823,9,2018-08-16
"9022","Crazy Rich Asians","Warner Bros.",7267366,94,3384,2148,16034135,3,2018-08-17
"9023","The Meg","Warner Bros.",5791027,81,4118,1406,68400089,8,2018-08-17
"9024","Mile 22","STX Entertainment",5245939,NA,3520,1490,5245939,1,2018-08-17
"9025","Alpha","Sony Pictures",3362816,NA,2719,1237,3362816,1,2018-08-17
"9026","BlacKkKlansman","Focus Features",1981705,59,1788,1108,17991195,8,2018-08-17
"9027","Slender Man","Sony Pictures",1415432,88,2358,600,17192011,8,2018-08-17
"9028","Dog Days","LD Entertainment",237508,3,2387,100,5298331,10,2018-08-17
"9029","Juliet, Naked","Roadside Attractions",20416,NA,4,5104,20416,1,2018-08-17
"9030","We The Animals","The Orchard",20327,NA,3,6776,20327,1,2018-08-17
"9031","Blaze","IFC Films",13825,NA,3,4608,13825,1,2018-08-17
"9032","Crazy Rich Asians","Warner Bros.",10284759,42,3384,3039,26318894,4,2018-08-18
"9033","The Meg","Warner Bros.",8975055,55,4118,2179,77375144,9,2018-08-18
"9034","Mile 22","STX Entertainment",4927369,-6,3520,1400,10173308,2,2018-08-18
"9035","Alpha","Sony Pictures",4110903,22,2719,1512,7473719,2,2018-08-18
"9036","BlacKkKlansman","Focus Features",2951370,49,1788,1651,20942565,9,2018-08-18
"9037","Slender Man","Sony Pictures",2095853,48,2358,889,19287864,9,2018-08-18
"9038","We The Animals","The Orchard",24587,21,3,8196,44914,2,2018-08-18
"9039","Juliet, Naked","Roadside Attractions",23125,13,4,5781,43541,2,2018-08-18
"9040","Blaze","IFC Films",16782,21,3,5594,30607,2,2018-08-18
"9041","Crazy Rich Asians","Warner Bros.",8958015,-13,3384,2647,35276909,5,2018-08-19
"9042","The Meg","Warner Bros.",6384930,-29,4118,1550,83760074,10,2018-08-19
"9043","Mile 22","STX Entertainment",3537517,-28,3520,1005,13710825,3,2018-08-19
"9044","Alpha","Sony Pictures",2878793,-30,2719,1059,10352512,3,2018-08-19
"9045","BlacKkKlansman","Focus Features",2450120,-17,1788,1370,23392685,10,2018-08-19
"9046","Slender Man","Sony Pictures",1290427,-38,2358,547,20578291,10,2018-08-19
"9047","We The Animals","The Orchard",18443,-25,3,6148,63357,3,2018-08-19
"9048","Juliet, Naked","Roadside Attractions",17345,-25,4,4336,60886,3,2018-08-19
"9049","Blaze","IFC Films",13443,-20,3,4481,44050,3,2018-08-19
"9050","Crazy Rich Asians","Warner Bros.",3631134,-59,3384,1073,38908043,6,2018-08-20
"9051","Mile 22","STX Entertainment",1396145,-61,3520,397,15106970,4,2018-08-20
"9052","Alpha","Sony Pictures",916295,-68,2719,337,11268807,4,2018-08-20
"9053","Juliet, Naked","Roadside Attractions",8960,-48,4,2240,69846,4,2018-08-20
"9054","We The Animals","The Orchard",6349,-66,3,2116,69706,4,2018-08-20
"9055","Blaze","IFC Films",2344,-83,3,781,46394,4,2018-08-20
"9056","Crazy Rich Asians","Warner Bros.",5523718,52,3384,1632,44431761,7,2018-08-21
"9057","Mile 22","STX Entertainment",1959985,40,3520,557,17066955,5,2018-08-21
"9058","Alpha","Sony Pictures",1526030,67,2719,561,12794837,5,2018-08-21
"9059","The Night is Short, Walk on…","GKIDS",168321,NA,415,406,168321,1,2018-08-21
"9060","Juliet, Naked","Roadside Attractions",8062,-10,4,2016,77908,5,2018-08-21
"9061","We The Animals","The Orchard",6905,9,3,2302,76611,5,2018-08-21
"9062","Blaze","IFC Films",2356,1,3,785,48750,5,2018-08-21
"9063","Crazy Rich Asians","Warner Bros.",3733627,-32,3384,1103,48165388,8,2018-08-22
